title,category
올림픽 앞둔 중 베이징  외부인 출입 엄격 통제키로,World
유럽  다시 봉쇄한다 확진자 급증에  위드 코로나  중단,World
 특파원 다이어리   가상화폐 업체 뇌물 받은 부주석 처벌,World
미국도 다시 코로나 확산세   겨울철 대유행 재연 조짐,World
위드 코로나  너무 빨랐나  관광 기피국  된 영국,World
   백신접종 후 사망     여명 접종 중단 이유 없어 ,World
요미우리  한 중 일 정상회담  년 연속 연기 전망 한일관계 전후  최악  ,World
미 중  정상회담 앞두고  대만  신경전,World
미중 외교장관  정상회담 사흘전 대만놓고  정면 충돌 ,World
누가  사토시 인가 비트코인 창시자 정체  법정서 가린다,World
NYT  미군  민간인 수십명 죽인 시리아 폭격작전 은폐 ,World
두테르테 부녀  필리핀 부통령 선거서 맞붙나 이변 속출 대선판,World
일본 기린맥주  연말 미얀마 군부와 합작 종료  이번엔 진짜 ,World
유럽 코로나 폭증에 일부 국가 재봉쇄   미국도 다시 확산세,World
인구절벽 몰린 중국  농촌가정마저 출산 피한다,World
인도  개도국  화석연료 쓸 자격  COP  서  석탄 중단  뒤집어,World
한은   주택분양가  년만에 하락 헝다  악순환 가능성 ,World
세계적 남아공 스릴러 작가 윌버 스미스 사망,World
미중 정상회담 앞   전문가  양국관계 긍정 신호 ,World
필리핀 대선 두테르테   대결 펼쳐진다,World
글래스고 기후조약 뭐가 담겼나 로이터가 주목한  가지,World
 충돌 심화만 안해도 성과    일   정상회담  대만 무역 등 갈등 산적,World
   경제안보 명목 반도체 보조금 특허 비공개 법제화   도 경계령  특파원  ,World
미국과 발맞추는 일본 중요시설  중국산 배제  입법 추진 종합 ,World
패리스 힐튼  사흘간 호화 결혼식  나는 왕자와 키스했다 ,World
내년 선거 노리는  우익  일본유신회 야당 중 지지율 선두,World
폴란드 벨라루스사태 고조  군사강국 미 러 무력충돌로 번질까,World
홍콩  호주국적 영국 이코노미스트지 특파원 비자갱신 거부,World
일 신문  한중일 정상회의  무산될 듯    최악 한일관계 때문 ,World
 전문가  바이든 시진핑 첫 화상회담  양국관계 긍정 신호 ,World
역사적 직무유기 vs 파리협정 살렸다 새 기후합의에 실망 안도,World
비트코인 만들었다는  사토시  정체  미 재판서 드러날까 주목,World
  교통당국   완전자율주행 으로 달리던 테슬라 교통사고 조사,World
유럽 코로나 폭증에 일부 국가 재봉쇄   미국도 다시 확산세,World
두테르테 부녀  필리핀 부통령 선거 격돌  이변 속출 대선판,World
폴란드 벨라루스 국경 긴장 고조 속  러 서방 곳곳에서 무력 대치,World
고삐 풀린 물가에 전세계 신음 서민들  울고 싶다 ,World
일본도 중요시설에서 중국산 뺀다 미국과 발맞추기 ,World
코로나 재봉쇄 들어간 네델란드  시행 첫날밤 시위 폭발,World
미국과 발맞추는 일본 중요시설  중국산 배제  입법 추진,World
글래스고 기후조약 뭐가 담겼나 로이터가 주목한  가지,World
 충돌 심화만 안해도 성과    일   정상회담  대만 무역 등 갈등 산적,World
벨라루스 우크라이나 긴장 고조 속 러 서방 동시다발 무력대치,World
 중국은 절대 안돼   바이든  인텔 반도체 투자 제동,World
   대사관    재계에  반중입법 막아달라  압박 ,World
캄보디아  접종 완료 외국인에게 휴양지 개방   관광 빗장 열어 경제회복 시동,World
비트코인 창시자 사토시 정체 드러나나  서   조 소유권 재판,World
폴란드 벨라루스   난민 문제  격화  국경서 시리아난민 시신 발견,World
비트코인 창시자  사토시  정체 밝혀지나 클라이먼 vs  라이트 소송전 주목,World
     팔까   머스크  닷새간 테슬라 주식    조원 매도,World
미얀마 군정   언론인에 징역   년 선고  공포정치 ,World
전세계 물가 쇼크   인플레 공포 확산,World
   자국 최대 반도체 파운드리 SMIC에 또  조원대 투자,World
비트코인 창시자 정체 드러나나  서   조 소유권 재판,World
최후 순간에 석탄 타협     도  목표 살린  역사적 합의 ,World
 Pick      m  분  초 가 금메달      대 중엔 제일 빨라  ,World
비트코인 창시자 정체는    조원 소유권 재판 주목,World
  연방정부 결론 안났는데 부스터샷 허용 주정부 속출,World
   제로 코로나  정책 회의론에 반박  서방국 질투 나서 그런 것 ,World
중국  반도체 첨병  SMIC 지원사격    조원대 직접 투자,World
머스크 지난 일주일간  조원 주식 매각 정말로 기부할까 ,World
 특파원 시선     년 전 미 종군기자에게 한국인이 선물한 성조기,World
폴란드경찰  벨라루스국경에서 시리아난민청년 시신발견,World
